,Symbol,Identifier,Company,ISIN
4285,PERSISTENT,PERSISTENTEQN,Persistent Systems Limited,INE262H01021
4286,POLICYBZR,POLICYBZREQN,PB Fintech Limited,INE417T01026
4287,INDIAMART,INDIAMARTEQN,Indiamart Intermesh Limited,INE933S01016
4288,KPITTECH,KPITTECHEQN,KPIT Technologies Limited,INE04I401011
4289,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036
4290,NYKAA,NYKAAEQN,FSN E-Commerce Ventures Limited,INE388Y01029
4291,COFORGE,COFORGEEQN,Coforge Limited,INE591G01017
4292,LTTS,LTTSEQN,L&T Technology Services Limited,INE010V01017
4293,INTELLECT,INTELLECTEQN,Intellect Design Arena Limited,INE306R01017
4294,HAPPSTMNDS,HAPPSTMNDSEQN,Happiest Minds Technologies Limited,INE419U01012
4295,OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027
4296,CYIENT,CYIENTEQN,Cyient Limited,INE136B01020
4297,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9
4298,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
4299,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024
4300,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4301,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4302,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
4303,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030
4304,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
4305,CHOLAFIN,CHOLAFINEQN,Cholamandalam Investment and Finance Company Limited,INE121A13011
4306,WIPRO,WIPROEQN,Wipro Limited,INE075A01022
4307,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4308,ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024
4309,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
4310,SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016
4311,LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019
4312,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
4313,ICICIPRULI,ICICIPRULIEQN,ICICI Prudential Life Insurance Company Limited,INE726G01019
4314,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020
4315,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422
4316,INFY,INFYEQN,Infosys Limited,INE009A01021
4317,ABB,ABBEQN,ABB India Limited,INE117A01022
4318,HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014
4319,COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014
4320,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038
4321,NAUKRI,NAUKRIEQN,Info Edge (India) Limited,INE663F01024
4322,ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015
4323,ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011
4324,RECLTD,RECLTDEQN,REC Limited,INE020B07IF7
4325,LICI,LICIEQN,Life Insurance Corporation Of India,INE0J1Y01017
4326,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026
4327,SRF,SRFEQN,SRF Limited,INE647A01010
4328,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028
4329,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035
4330,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023
4331,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022
4332,TITAN,TITANEQN,Titan Company Limited,INE280A07025
4333,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021
4334,BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011
4335,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010
4336,LT,LTEQN,Larsen & Toubro Limited,INE018A01030
4337,BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038
4338,DLF,DLFEQN,DLF Limited,INE271C01023
4339,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011
4340,INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012
4341,PNB,PNBEQN,Punjab National Bank,INE160A01022
4342,BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039
4343,CANBK,CANBKEQN,Canara Bank,INE476A01022
4344,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021
4345,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029
4346,ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026
4347,ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021
4348,VBL,VBLEQN,Varun Beverages Limited,INE200M01021
4349,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051
4350,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026
4351,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
4352,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024
4353,IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020
4354,SBIN,SBINEQN,State Bank of India,INE062A01020
4355,TRENT,TRENTEQN,Trent Limited,INE849A13017
4356,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4357,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024
4358,INDIGO,INDIGOEQN,InterGlobe Aviation Limited,INE646L01027
4359,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4360,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4361,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4362,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026
4363,ATGL,ATGLEQN,Adani Total Gas Limited,INE399L01023
4364,BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026
4365,GAIL,GAILEQN,GAIL (India) Limited,INE129A01019
4366,TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036
4367,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015
4368,BAJAJHLDNG,BAJAJHLDNGEQN,Bajaj Holdings & Investment Limited,INE118A01012
4369,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034
4370,BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052
4371,MARICO,MARICOEQN,Marico Limited,INE196A01026
4372,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027
4373,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026
4374,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
4375,DABUR,DABUREQN,Dabur India Limited,INE016A01026
4376,ICICIGI,ICICIGIEQN,ICICI Lombard General Insurance Company Limited,INE765G01017
4377,HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027
4378,IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561
4379,AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034
4380,HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013
4381,NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024
4382,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4383,ADANIENSOL,ADANIENSOLEQN,Adani Energy Solutions Limited,INE931S01010
4384,COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022
4385,GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028
4386,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4387,ADANIGREEN,ADANIGREENEQN,Adani Green Energy Limited,INE364U01010
4388,SBICARD,SBICARDEQN,SBI Cards and Payment Services Limited,INE018E01016
4389,DMART,DMARTEQN,Avenue Supermarts Limited,INE192R01011
4390,SOLARINDS,SOLARINDSEQN,Solar Industries India Limited,INE343H01029
4391,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020
4392,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4393,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
4394,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024
4395,PIIND,PIINDEQN,PI Industries Limited,INE603J01030
4396,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026
4397,VEDL,VEDLEQN,Vedanta Limited,INE205A01025
4398,JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030
4399,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4400,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
4401,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020
4402,SCHAEFFLER,SCHAEFFLEREQN,Schaeffler India Limited,INE513A01022
4403,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020
4404,BEL,BELEQN,Bharat Electronics Limited,INE263A01024
4405,ABB,ABBEQN,ABB India Limited,INE117A01022
4406,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010
4407,KEI,KEIEQN,KEI Industries Limited,INE878B01027
4408,AIAENG,AIAENGEQN,AIA Engineering Limited,INE212H01026
4409,UPL,UPLEQN,UPL Limited,INE628A03016
4410,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038
4411,SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028
4412,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
4413,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
4414,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026
4415,SRF,SRFEQN,SRF Limited,INE647A01010
4416,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028
4417,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035
4418,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046
4419,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023
4420,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022
4421,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021
4422,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021
4423,GRINDWELL,GRINDWELLEQN,Grindwell Norton Limited,INE536A01023
4424,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012
4425,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020
4426,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010
4427,ESCORTS,ESCORTSEQN,Escorts Kubota Limited,INE042A01014
4428,KPRMILL,KPRMILLEQN,K.P.R. Mill Limited,INE930H01031
4429,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037
4430,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016
4431,POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017
4432,HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020
4433,APLAPOLLO,APLAPOLLOEQN,APL Apollo Tubes Limited,INE702C01027
4434,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051
4435,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026
4436,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4437,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024
4438,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4439,HONAUT,HONAUTEQN,Honeywell Automation India Limited,INE671A01010
4440,SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021
4441,CARBORUNIV,CARBORUNIVEQN,Carborundum Universal Limited,INE120A01034
4442,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4443,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026
4444,MRF,MRFEQN,MRF Limited,INE883A01011
4445,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034
4446,SUNDRMFAST,SUNDRMFASTEQN,Sundram Fasteners Limited,INE387A01021
4447,BATAINDIA,BATAINDIAEQN,Bata India Limited,INE176A01028
4448,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026
4449,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027
4450,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026
4451,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012
4452,CGPOWER,CGPOWEREQN,CG Power and Industrial Solutions Limited,INE067A01029
4453,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022
4454,MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012
4455,KAJARIACER,KAJARIACEREQN,Kajaria Ceramics Limited,INE217B01036
4456,COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010
4457,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4458,SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023
4459,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018
4460,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029
4461,HINDZINC,HINDZINCEQN,Hindustan Zinc Limited,INE267A01025
4462,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018
4463,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011
4464,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
4465,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4466,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016
4467,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4468,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022
4469,TITAN,TITANEQN,Titan Company Limited,INE280A07025
4470,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021
4471,TATAMTRDVR,TATAMTRDVREQN,Tata Motors Limited,IN9155A01020
4472,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029
4473,TATAELXSI,TATAELXSIEQN,Tata Elxsi Limited,INE670A01012
4474,TRENT,TRENTEQN,Trent Limited,INE849A13017
4475,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025
4476,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032
4477,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020
4478,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4479,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026
4480,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024
4481,PIIND,PIINDEQN,PI Industries Limited,INE603J01030
4482,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028
4483,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026
4484,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011
4485,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4486,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014
4487,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020
4488,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039
4489,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020
4490,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034
4491,BEL,BELEQN,Bharat Electronics Limited,INE263A01024
4492,UPL,UPLEQN,UPL Limited,INE628A03016
4493,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038
4494,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
4495,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014
4496,LUPIN,LUPINEQN,Lupin Limited,INE326A01037
4497,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026
4498,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022
4499,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046
4500,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020
4501,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020
4502,RATNAMANI,RATNAMANIEQN,Ratnamani Metals & Tubes Limited,INE703B01027
4503,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022
4504,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021
4505,GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013
4506,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021
4507,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012
4508,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020
4509,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010
4510,IPCALAB,IPCALABEQN,IPCA Laboratories Limited,INE571A01038
4511,CHAMBLFERT,CHAMBLFERTEQN,Chambal Fertilizers & Chemicals Limited,INE085A01013
4512,HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026
4513,ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014
4514,SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018
4515,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037
4516,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016
4517,POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017
4518,BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026
4519,ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020
4520,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051
4521,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026
4522,KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012
4523,FINCABLES,FINCABLESEQN,Finolex Cables Limited,INE235A01022
4524,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
4525,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035
4526,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010
4527,WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025
4528,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4529,ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027
4530,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010
4531,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
4532,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036
4533,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026
4534,MRF,MRFEQN,MRF Limited,INE883A01011
4535,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026
4536,AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015
4537,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012
4538,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022
4539,FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024
4540,PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011
4541,COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010
4542,KEC,KECEQN,KEC International Limited,INE389H01022
4543,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014
4544,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018
4545,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029
4546,POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021
4547,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010
4548,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025
4549,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
4550,RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023
4551,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032
4552,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029
4553,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010
4554,IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016
4555,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021
4556,INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017
4557,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024
4558,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024
4559,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026
4560,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016
4561,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042
4562,GMRINFRA,GMRINFRAEQN,GMR Airports Infrastructure Limited,INE776C01039
4563,KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022
4564,HFCL,HFCLEQN,HFCL Limited,INE548A01028
4565,OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010
4566,RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037
4567,BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012
4568,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010
4569,TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013
4570,INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012
4571,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020
4572,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025
4573,DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025
4574,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010
4575,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022
4576,BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019
4577,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020
4578,LT,LTEQN,Larsen & Toubro Limited,INE018A01030
4579,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014
4580,JKLAKSHMI,JKLAKSHMIEQN,JK Lakshmi Cement Limited,INE786A01032
4581,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011
4582,ACC,ACCEQN,ACC Limited,INE012A01025
4583,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021
4584,BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026
4585,ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020
4586,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010
4587,KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012
4588,IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027
4589,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024
4590,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020
4591,REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026
4592,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018
4593,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3
4594,ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027
4595,VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020
4596,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027
4597,AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025
4598,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010
4599,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013
4600,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011
4601,NCC,NCCEQN,NCC Limited,INE868B01028
4602,GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023
4603,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015
4604,MRF,MRFEQN,MRF Limited,INE883A01011
4605,PNCINFRA,PNCINFRAEQN,PNC Infratech Limited,INE195J01029
4606,GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010
4607,NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011
4608,KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01017
4609,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012
4610,JUBLFOOD,JUBLFOODEQN,Jubilant Foodworks Limited,INE797F01020
4611,GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032
4612,WESTLIFE,WESTLIFEEQN,WESTLIFE FOODWORLD LIMITED,INE274F01020
4613,GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030
4614,JKCEMENT,JKCEMENTEQN,JK Cement Limited,INE823G01014
4615,LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018
4616,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010
4617,KEC,KECEQN,KEC International Limited,INE389H01022
4618,CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017
4619,CESC,CESCEQN,CESC Limited,INE486A01021
4620,MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031
4621,ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029
4622,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025
4623,SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01012
4624,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027
4625,ROUTE,ROUTEEQN,ROUTE MOBILE LIMITED,INE450U01017
4626,SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9
4627,MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018
4628,PEL,PELEQN,Piramal Enterprises Limited,INE140A01024
4629,MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784
4630,VEDL,VEDLEQN,Vedanta Limited,INE205A01025
4631,NMDC,NMDCEQN,NMDC Limited,INE584A01023
4632,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011
4633,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018
4634,HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027
4635,PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422
4636,INFY,INFYEQN,Infosys Limited,INE009A01021
4637,LICHSGFIN,LICHSGFINEQN,LIC Housing Finance Limited,INE115A01026
4638,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034
